1680328898118,POST,261,200
1680328898118,POST,261,200
1680328898118,POST,261,200
1680328898118,POST,261,200
1680328898118,POST,261,200
1680328898380,POST,3,200
1680328898380,POST,3,200
1680328898380,POST,3,200
1680328898380,POST,3,200
1680328898380,POST,3,200
1680328898383,POST,3,200
1680328898383,POST,3,200
1680328898383,POST,3,200
1680328898383,POST,3,200
1680328898383,POST,3,200
1680328898386,POST,4,200
1680328898386,POST,4,200
1680328898386,POST,4,200
1680328898386,POST,4,200
1680328898386,POST,4,200
1680328898390,POST,2,200
1680328898390,POST,3,200
1680328898390,POST,3,200
1680328898390,POST,4,200
1680328898390,POST,4,200
1680328898392,POST,3,200
1680328898393,POST,3,200
1680328898393,POST,3,200
1680328898394,POST,3,200
1680328898394,POST,3,200
1680328898395,POST,3,200
1680328898396,POST,3,200
1680328898396,POST,3,200
1680328898397,POST,3,200
1680328898397,POST,3,200
1680328898398,POST,3,200
1680328898399,POST,2,200
1680328898399,POST,2,200
1680328898400,POST,2,200
1680328898400,POST,2,200
1680328898401,POST,2,200
1680328898401,POST,2,200
1680328898401,POST,3,200
1680328898402,POST,2,200
1680328898402,POST,2,200
1680328898404,POST,1,200
1680328898403,POST,3,200
1680328898404,POST,2,200
1680328898405,POST,1,200
1680328898404,POST,2,200
1680328898406,POST,2,200
1680328898406,POST,2,200
1680328898406,POST,2,200
1680328898407,POST,2,200
1680328898407,POST,2,200
1680328898408,POST,2,200
1680328898408,POST,2,200
1680328898408,POST,2,200
1680328898409,POST,2,200
1680328898409,POST,2,200
1680328898410,POST,2,200
1680328898410,POST,2,200
1680328898410,POST,2,200
1680328898411,POST,2,200
1680328898411,POST,2,200
1680328898412,POST,2,200
1680328898412,POST,2,200
1680328898412,POST,2,200
1680328898413,POST,2,200
1680328898413,POST,2,200
1680328898414,POST,6,200
1680328898414,POST,6,200
1680328898414,POST,6,200
1680328898415,POST,6,200
1680328898415,POST,6,200
1680328898421,POST,2,200
1680328898420,POST,3,200
1680328898420,POST,3,200
1680328898421,POST,2,200
1680328898421,POST,2,200
1680328898423,POST,2,200
1680328898423,POST,2,200
1680328898423,POST,2,200
